feature,importance,mean_signed_shap
Spectral_algebraic_connectivity_over_avgdeg,0.6464457,-0.18111494
Spectral_laplacian_heat_trace_t2.0,0.35766035,0.107067026
Ecc_mean,0.33558854,0.024235582
Comm_modularity,0.30719575,-0.08448342
Spectral_spectral_gap_rel,0.26121035,-0.06199261
Centrality_eigenvector_skew,0.23531853,0.019391403
Spectral_laplacian_heat_trace_t1.0,0.21164382,0.08254503
Spectral_lap_eig_2,0.16585322,-0.049976178
Spectral_lap_eig_9,0.16435094,0.0038802857
Centrality_closeness_skew,0.15175332,0.008868053
Centrality_eigenvector_std,0.14533553,0.021093562
Spectral_lap_eig_6,0.13657765,0.006155107
Assortativity_degree,0.13607787,0.0034429904
Clustering_q10,0.13598064,-0.0018996709
Comm_internal_edge_frac,0.13460228,-0.024216516
Motif_triangle_edge_frac_ge2,0.11126617,-0.040165864
Adjacency_energy_over_fro,0.10980584,0.032036174
Spectral_algebraic_connectivity,0.10907884,-0.010396334
Motif_triangle_edge_incidence_std,0.10904631,0.004208854
NetLSD_std,0.106522374,-0.031519007
Kirchhoff_index,0.10586627,0.062466953
Motif_triangle_edge_frac_zero,0.096656896,-0.006434643
Centrality_betweenness_max,0.09504132,-0.0066997274
Spectral_laplacian_heat_trace_t1.0_per_node,0.09425609,0.03679194
Motif_induced_g_1_4,0.08857505,0.016188243
Spectral_lap_eig_5,0.08575572,-0.0025428243
Centrality_eigenvector_mean,0.08318951,0.0032782075
Unnamed: 0,0.079076946,0.008525151
Centrality_closeness_std,0.07683121,0.015096145
Spectral_laplacian_heat_trace_t5.0,0.07454874,-0.0064914674
Cycle_num_cycles_len_6,0.07451004,-0.00014376566
Adjacency_energy,0.06790839,0.016896358
Clustering_mean,0.06774815,-0.0071225166
Centrality_betweenness_std,0.06386446,-0.018052025
Spectral_lap_eig_0,0.055603586,0.0063607288
Motif_induced5_g_9_5,0.05411927,-0.0006740683
Motif_induced_g_5_4,0.05339091,-0.022589825
Spectral_lap_eig_3,0.043331534,-0.00054097886
Spectral_lap_eig_1,0.04249656,-0.004184936
Motif_induced_connected_per_4set,0.041900206,-0.013312397
Spectral_lap_eig_7,0.040564787,0.0013588679
Centrality_eigenvector_max,0.039275456,-0.00054045673
NetLSD_q10,0.03805291,-0.0013705689
NetLSD_q90,0.037301265,0.0019543786
Motif_induced5_g_2_5,0.037050497,-0.0011983393
Motif_induced_g_4_4,0.03687582,-0.009062371
Motif_induced5_g_5_5,0.036115427,0.0036527854
Centrality_closeness_mean,0.035248406,-0.0057387417
Comm_size_max,0.035123333,-0.007875332
Comm_size_gini,0.03481685,-0.00027007592
Adjacency_estrada_index,0.03274588,-0.0027241881
Motif_induced5_g_16_5,0.03198442,0.011715636
Adjacency_energy_per_node,0.03105405,0.0050845174
Centrality_betweenness_skew,0.030653797,0.005256366
Spectral_lap_eig_4,0.030240959,0.0013183042
Spectral_kirchhoff_index,0.030090785,0.0196496
Motif_induced_g_1_4_per_Cn4,0.02989161,0.004210932
Spectral_laplacian_heat_trace_t0.1,0.026877003,0.007021139
Symmetry_num_orbits,0.026723217,-0.0018497101
NetLSD_mean,0.02670433,0.012218646
Clustering_q50,0.026666902,0.007826656
Spectral_laplacian_heat_trace_t5.0_per_node,0.025533058,0.00017949974
Cycle_num_cycles_len_5,0.025360448,-0.0028428119
Motif_induced_connected_per_5set,0.02334362,-0.0068436903
Motif_induced_g_5_4_per_Cn4,0.021977285,-0.0093725845
Motif_4_cycles,0.021101832,-0.008648998
Spectral_laplacian_heat_trace_t0.5,0.020420888,0.009032072
Spectral_spectral_gap,0.01964154,-0.002387214
