feature,importance,mean_signed_shap
Motif_induced5_g_15_5,1.0014147,0.2951051
Motif_induced5_g_5_5,0.8892697,0.19008894
Motif_induced_connected_per_4set,0.50097376,0.1660609
Motif_induced5_g_9_5,0.43129697,0.015698152
Motif_induced_g_3_4,0.35325468,0.026223948
Motif_induced5_g_15_5_per_Cn5,0.28416932,0.099221535
Motif_induced5_g_1_5,0.28190142,-0.01466566
Motif_induced5_g_5_5_per_Cn5,0.2036577,0.043591548
Motif_induced5_g_6_5,0.12516169,-0.022682764
Motif_induced_g_1_4,0.124231674,0.012182455
Motif_induced5_g_9_5_per_Cn5,0.116258524,0.0062460965
Motif_induced_g_3_4_per_Cn4,0.111889176,0.005635025
Motif_induced5_g_7_5,0.111439355,0.00686949
Motif_4_cycles,0.09671094,-0.011536827
Motif_induced5_g_4_5,0.074522644,0.004194066
Motif_induced_connected_per_5set,0.06761298,0.021960359
Motif_induced5_g_8_5,0.06594019,-0.0062360927
Motif_induced_g_4_4,0.06279128,0.01980673
Motif_induced_g_1_4_per_Cn4,0.054148976,0.0043484326
Motif_induced5_g_1_5_per_Cn5,0.049022906,-0.0012928968
Motif_induced5_g_4_5_per_Cn5,0.045544133,0.0042218277
Motif_induced5_g_7_5_per_Cn5,0.037475277,0.0013860243
Motif_induced5_g_6_5_per_Cn5,0.03468457,-0.0049068974
Motif_4_cycles_per_Cn4,0.028749643,-0.003680049
Motif_induced5_g_8_5_per_Cn5,0.013931804,-0.0013170757
Motif_wedges,0.00938008,-0.0011710114
Motif_induced5_g_2_5,0.008714068,0.0027451662
Motif_5_cycles,0.0026543797,-0.0007442538
Motif_induced5_g_11_5,0.0011073156,-4.247458e-05
Motif_triangle_edge_frac_zero,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_triangle_edge_frac_ge2,0.0,0.0
Motif_triangle_edge_incidence_median,0.0,0.0
Motif_triangle_edge_incidence_mean,0.0,0.0
Motif_5_cycles_per_Kn,0.0,0.0
Motif_5_cycles_per_Cn5,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_triangles_per_Cn3,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_induced5_g_18_5_per_Cn5,0.0,0.0
Motif_induced5_g_18_5,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_16_5,0.0,0.0
Motif_induced5_g_16_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_12_5,0.0,0.0
Motif_induced5_g_12_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_11_5_per_Cn5,0.0,0.0
Motif_induced5_g_0_5_per_Cn5,0.0,0.0
Motif_induced5_g_10_5,0.0,0.0
Motif_induced5_g_10_5_per_Cn5,0.0,0.0
Motif_triangle_edge_incidence_std,0.0,0.0
Motif_triangles,0.0,0.0
Motif_wedges_per_max,0.0,0.0
Motif_induced5_g_0_5,0.0,0.0
Motif_induced5_g_3_5_per_Cn5,0.0,0.0
Motif_induced5_g_2_5_per_Cn5,0.0,0.0
Motif_induced5_g_3_5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced_g_2_4,0.0,0.0
Motif_induced_g_2_4_per_Cn4,0.0,0.0
Motif_induced_g_4_4_per_Cn4,0.0,0.0
Motif_induced_g_5_4,0.0,0.0
Motif_induced_g_5_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
