feature,importance,mean_signed_shap
Spectral_lap_eig_1,0.4920604,0.044022143
Spectral_lap_eig_2,0.17193675,0.0018888068
Spectral_lap_eig_5,0.12993231,0.0031585027
Motif_induced_g_1_4,0.12702231,0.0075316206
Motif_induced_g_4_4,0.11484418,0.014077036
Motif_induced5_g_1_5,0.07347032,0.005399175
Spectral_lap_eig_6,0.069311194,0.009451333
Motif_4_cycles,0.0620128,0.004065122
Motif_induced_g_4_4_per_Cn4,0.05320527,0.010010062
Motif_triangle_edge_frac_zero,0.036826648,0.003490934
Motif_triangle_edge_incidence_std,0.029760936,0.0027413694
Motif_induced5_g_2_5_per_Cn5,0.029087648,0.00290892
Spectral_lap_eig_7,0.02505036,0.008051269
Spectral_lap_eig_0,0.023675617,-0.0017130057
Spectral_lap_eig_3,0.023155816,-0.0022467435
Motif_induced5_g_15_5_per_Cn5,0.022724539,0.006163014
Motif_induced5_g_2_5,0.022198793,0.0011475575
Spectral_lap_eig_4,0.02187579,0.0019121326
Motif_induced5_g_15_5,0.02088608,0.0026227725
Motif_induced5_g_3_5,0.020352164,0.00097123906
Motif_induced5_g_9_5,0.02013713,-0.0027368544
Motif_induced5_g_1_5_per_Cn5,0.019370388,-0.00032482648
Motif_induced5_g_8_5,0.018433152,0.0015413453
Motif_induced_connected_per_4set,0.01786692,0.0016213392
Motif_induced5_g_5_5,0.015564128,0.0011555488
Motif_4_cycles_per_Cn4,0.012585323,-0.001258601
Motif_induced_g_2_4,0.0122985635,0.00047461322
Motif_induced5_g_6_5,0.009532297,1.4332046e-06
Motif_wedges_per_max,0.009162875,0.00043476946
Motif_induced_g_3_4,0.008684527,-0.0008607069
Motif_induced_connected_per_5set,0.008648174,6.907709e-05
Motif_induced5_g_8_5_per_Cn5,0.008602778,0.00044910389
Motif_induced5_g_5_5_per_Cn5,0.00844839,0.00062184234
Motif_5_cycles,0.008394353,-0.00120224
Motif_induced_g_1_4_per_Cn4,0.007879863,-0.000133505
Motif_induced5_g_4_5,0.007691217,0.0028869186
Motif_triangle_edge_frac_ge2,0.0071426267,-0.0012184788
Motif_induced5_g_7_5,0.0069566965,-5.8045724e-05
Motif_induced_g_3_4_per_Cn4,0.006837546,0.00039925432
Motif_induced5_g_11_5,0.0066875014,0.00043292926
Spectral_lap_eig_9,0.006440292,-0.00043840025
Motif_induced5_g_10_5,0.005062481,0.00053868437
Motif_induced5_g_18_5,0.004811748,0.00038972578
Motif_induced5_g_16_5,0.0047488213,-1.1275744e-05
Motif_induced5_g_18_5_per_Cn5,0.004641646,0.00013000518
Spectral_lap_eig_8,0.004546219,0.00095469604
Motif_induced5_g_11_5_per_Cn5,0.004470099,0.0008554509
Motif_induced5_g_9_5_per_Cn5,0.0040974813,-8.84226e-05
Motif_wedges,0.003810661,0.0007190457
Motif_induced_g_2_4_per_Cn4,0.0035345831,-0.00024916138
Motif_induced5_g_3_5_per_Cn5,0.0035044686,-0.00045092672
Motif_triangle_edge_incidence_median,0.0029997728,-0.00051095727
Motif_5_cycles_per_Kn,0.0022531806,-0.00015129164
Motif_induced5_g_4_5_per_Cn5,0.0019337389,5.5848805e-06
Motif_triangles_per_Cn3,0.0017814251,0.00022847424
Motif_5_cycles_per_Cn5,0.0014216653,7.7931494e-05
Motif_induced5_g_6_5_per_Cn5,0.001231171,0.0001067963
Motif_triangles,0.0003807043,9.272151e-05
Motif_induced5_g_7_5_per_Cn5,0.0,0.0
Motif_induced_g_5_4,0.0,0.0
Motif_induced_g_5_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_triangle_edge_incidence_mean,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_induced5_g_0_5,0.0,0.0
Motif_induced5_g_0_5_per_Cn5,0.0,0.0
Motif_induced5_g_10_5_per_Cn5,0.0,0.0
Motif_induced5_g_12_5,0.0,0.0
Motif_induced5_g_12_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_induced5_g_16_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
