feature,importance,mean_signed_shap
Spectral_lap_eig_1,0.20787388,0.022077423
Motif_induced5_g_15_5,0.043498702,0.002429785
Motif_induced_g_1_4,0.027233966,0.0025343613
Centrality_eigenvector_max,0.013176692,-0.00011979152
Centrality_betweenness_skew,0.01083805,0.00012454765
Motif_induced5_g_10_5,0.009148419,-0.0004126805
Centrality_eigenvector_mean,0.008998338,0.0007981759
Motif_induced_g_2_4,0.0062903673,0.00010783379
Spectral_lap_eig_2,0.0052912277,0.00045814636
Motif_induced_connected_per_4set,0.00527767,0.00049571635
Centrality_betweenness_max,0.002394101,-0.00022340527
Centrality_betweenness_std,0.0023460067,-0.00021045649
Spectral_lap_eig_3,0.0022305397,-1.0997964e-05
Motif_induced5_g_2_5,0.002160062,-4.4482167e-05
Centrality_closeness_skew,0.0021384405,-7.4465397e-06
Spectral_lap_eig_8,0.002130728,2.2954675e-05
Spectral_lap_eig_0,0.0020786168,0.0001946409
Motif_induced5_g_7_5_per_Cn5,0.0,0.0
Motif_induced5_g_2_5_per_Cn5,0.0,0.0
Motif_induced5_g_8_5,0.0,0.0
Motif_induced5_g_8_5_per_Cn5,0.0,0.0
Motif_induced5_g_9_5,0.0,0.0
Motif_induced5_g_9_5_per_Cn5,0.0,0.0
Motif_induced5_g_7_5,0.0,0.0
Motif_induced5_g_5_5_per_Cn5,0.0,0.0
Motif_induced5_g_6_5_per_Cn5,0.0,0.0
Motif_induced5_g_6_5,0.0,0.0
Motif_induced_connected_per_5set,0.0,0.0
Motif_induced5_g_5_5,0.0,0.0
Motif_induced5_g_4_5_per_Cn5,0.0,0.0
Motif_induced5_g_4_5,0.0,0.0
Motif_induced5_g_3_5_per_Cn5,0.0,0.0
Motif_induced5_g_3_5,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_induced_g_4_4,0.0,0.0
Motif_induced_g_1_4_per_Cn4,0.0,0.0
Motif_induced_g_2_4_per_Cn4,0.0,0.0
Centrality_eigenvector_skew,0.0,0.0
Centrality_closeness_std,0.0,0.0
Centrality_closeness_mean_norm,0.0,0.0
Centrality_closeness_mean,0.0,0.0
Centrality_closeness_max_norm,0.0,0.0
Centrality_closeness_max,0.0,0.0
Centrality_betweenness_mean,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
Motif_induced_g_5_4_per_Cn4,0.0,0.0
Motif_induced_g_5_4,0.0,0.0
Motif_induced_g_4_4_per_Cn4,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced_g_3_4_per_Cn4,0.0,0.0
Motif_induced_g_3_4,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_18_5,0.0,0.0
Motif_induced5_g_1_5_per_Cn5,0.0,0.0
Motif_induced5_g_1_5,0.0,0.0
Motif_5_cliques,0.0,0.0
Spectral_lap_eig_9,0.0,0.0
Spectral_lap_eig_7,0.0,0.0
Spectral_lap_eig_6,0.0,0.0
Spectral_lap_eig_5,0.0,0.0
Spectral_lap_eig_4,0.0,0.0
Motif_wedges_per_max,0.0,0.0
Motif_wedges,0.0,0.0
Motif_triangles_per_Cn3,0.0,0.0
Motif_triangles,0.0,0.0
Motif_triangle_edge_incidence_std,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_triangle_edge_incidence_median,0.0,0.0
Motif_triangle_edge_incidence_mean,0.0,0.0
Motif_triangle_edge_frac_zero,0.0,0.0
Motif_triangle_edge_frac_ge2,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cycles_per_Cn4,0.0,0.0
Motif_4_cycles,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_5_cycles,0.0,0.0
Motif_5_cycles_per_Cn5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_18_5_per_Cn5,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_16_5_per_Cn5,0.0,0.0
Motif_induced5_g_16_5,0.0,0.0
Motif_induced5_g_15_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_5_cycles_per_Kn,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_12_5_per_Cn5,0.0,0.0
Motif_induced5_g_12_5,0.0,0.0
Motif_induced5_g_11_5_per_Cn5,0.0,0.0
Motif_induced5_g_11_5,0.0,0.0
Motif_induced5_g_10_5_per_Cn5,0.0,0.0
Motif_induced5_g_0_5_per_Cn5,0.0,0.0
Motif_induced5_g_0_5,0.0,0.0
Centrality_eigenvector_std,0.0,0.0
