feature,importance,mean_signed_shap
Spectral_lap_eig_1,1.5230155,-0.20712715
Spectral_lap_eig_2,0.6853097,-0.16629305
Centrality_closeness_skew,0.48533958,0.042571303
Spectral_lap_eig_6,0.46005556,0.036787078
Centrality_eigenvector_skew,0.39695144,0.040698137
Spectral_lap_eig_3,0.36397186,-0.04078278
Centrality_closeness_mean,0.35156435,-0.0007731543
Centrality_closeness_std,0.33954898,0.081913434
Motif_induced_g_1_4,0.2703352,0.06529616
Motif_triangle_edge_incidence_std,0.25903967,0.01900794
Spectral_lap_eig_5,0.253414,0.024553245
Motif_triangle_edge_frac_ge2,0.25091723,-0.023454536
Spectral_lap_eig_4,0.24258487,0.0076251063
Motif_triangle_edge_frac_zero,0.24102983,-0.0036244588
Spectral_lap_eig_0,0.24000396,0.021365931
Centrality_eigenvector_mean,0.23639266,0.03260794
Centrality_betweenness_max,0.22805692,0.003813311
Centrality_betweenness_std,0.2266145,-0.01846724
Spectral_lap_eig_7,0.21959573,0.00950444
Motif_induced_g_4_4,0.21595941,0.056487024
Spectral_lap_eig_9,0.18909593,0.018412573
Spectral_lap_eig_8,0.18811125,0.0553438
Centrality_eigenvector_max,0.1817904,0.006500054
Motif_4_cycles,0.17054088,-0.039892726
Centrality_eigenvector_std,0.16264923,0.016424878
Centrality_betweenness_skew,0.13936156,0.014867346
Motif_induced5_g_9_5,0.13375312,0.0017305091
Motif_induced5_g_2_5,0.12017577,-0.006338126
Motif_5_cycles,0.11608948,-0.029139798
Motif_induced_connected_per_5set,0.09931971,0.009206677
Motif_induced_connected_per_4set,0.09739454,0.0034426937
Motif_induced5_g_5_5,0.09349006,0.009154697
Motif_induced_g_1_4_per_Cn4,0.09183417,0.02298017
Centrality_closeness_mean_norm,0.09168903,-0.00026378228
Motif_4_cycles_per_Cn4,0.08609542,-0.02511526
Motif_induced_g_4_4_per_Cn4,0.07860714,0.017131357
Motif_induced_g_3_4,0.07646478,0.011435217
Motif_induced5_g_1_5,0.06643801,0.0076075927
Motif_induced5_g_18_5,0.06263522,-0.008828347
Motif_induced_g_2_4,0.061450128,0.0065715606
Motif_induced5_g_6_5,0.057409015,-0.00014233305
Motif_induced_g_5_4,0.05601656,-0.00622153
Motif_induced5_g_4_5,0.047761332,0.0030950604
Motif_induced5_g_11_5,0.04734551,0.0009884249
Motif_induced5_g_15_5,0.04650712,0.0058023166
Centrality_betweenness_mean,0.04470776,0.0032581042
Motif_induced5_g_2_5_per_Cn5,0.042671107,-0.0020394877
Motif_induced5_g_8_5,0.042136244,0.0059895427
Motif_induced5_g_7_5,0.039005004,0.0071576755
Motif_5_cycles_per_Cn5,0.03412153,-0.0066295764
Centrality_closeness_max,0.029899918,-0.0011745549
Motif_induced_g_5_4_per_Cn4,0.025252188,-0.00510143
Motif_induced5_g_5_5_per_Cn5,0.02418674,0.0016526352
Motif_induced5_g_16_5,0.02316798,0.0073345266
Motif_induced5_g_6_5_per_Cn5,0.023003893,0.00201492
Motif_induced5_g_10_5,0.02296133,0.003435957
Motif_induced_g_2_4_per_Cn4,0.021954536,0.0029666557
Motif_triangle_edge_incidence_mean,0.02189125,0.0063855248
Motif_induced5_g_8_5_per_Cn5,0.02162516,0.0017623053
Motif_induced5_g_15_5_per_Cn5,0.021614686,0.0023316026
Motif_induced5_g_9_5_per_Cn5,0.021277921,0.00072444265
Motif_induced_g_3_4_per_Cn4,0.020813055,-0.0018463088
Motif_induced5_g_3_5,0.019291801,-0.0032648663
Motif_wedges,0.018511856,-0.0034909772
Motif_induced5_g_1_5_per_Cn5,0.018324364,0.0020887943
Motif_induced5_g_7_5_per_Cn5,0.016155032,0.0028079026
Motif_induced5_g_11_5_per_Cn5,0.015909158,0.00047024395
Motif_induced5_g_4_5_per_Cn5,0.014510999,0.002675773
Centrality_closeness_max_norm,0.013429669,-0.00044396723
Motif_induced5_g_18_5_per_Cn5,0.012721281,-0.003183193
Motif_induced5_g_16_5_per_Cn5,0.011413311,0.002709115
Motif_5_cycles_per_Kn,0.01136074,0.0015144282
Motif_induced5_g_10_5_per_Cn5,0.007906113,0.001481227
Motif_triangles,0.0069439686,0.0023859316
Motif_wedges_per_max,0.0063943495,-0.001178561
Motif_induced5_g_3_5_per_Cn5,0.0039585885,-0.00033675137
Motif_triangle_edge_incidence_median,0.0020369838,-0.00016318595
Motif_triangles_per_Cn3,0.0011337893,0.0005351554
Motif_induced5_g_0_5,0.00031294077,0.00016514455
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_induced5_g_0_5_per_Cn5,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_12_5_per_Cn5,0.0,0.0
Motif_induced5_g_12_5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
