feature,importance,mean_signed_shap
Centrality_eigenvector_skew,0.57324994,0.08204636
Motif_triangle_edge_frac_zero,0.5394715,-0.042288095
Spectral_algebraic_connectivity_over_avgdeg,0.4623611,-0.10323341
Ecc_mean,0.4516386,0.011022756
Spectral_laplacian_heat_trace_t1.0,0.44694322,0.11635288
Comm_modularity,0.42917657,-0.07257277
Spectral_algebraic_connectivity,0.40032482,-0.028611878
Clustering_mean,0.30295372,0.059429888
Motif_triangle_edge_frac_ge2,0.29930225,-0.10949026
Centrality_eigenvector_mean,0.29591078,0.005622431
Clustering_q10,0.2675099,0.01701728
Centrality_betweenness_max,0.2512107,-0.04242058
Spectral_laplacian_heat_trace_t1.0_per_node,0.24538174,0.058654577
Clustering_q90,0.2431402,-0.066156
Connectivity_radius,0.22735201,-0.0044783987
Spectral_lap_eig_7,0.21701789,0.0057159257
Adjacency_estrada_index,0.21634956,-0.045919023
Motif_triangle_edge_incidence_std,0.21366116,-0.027119784
Spectral_lap_eig_2,0.21332134,-0.049800146
Spectral_laplacian_heat_trace_t5.0,0.21124995,-0.009965587
Spectral_laplacian_heat_trace_t2.0,0.20959029,0.018441603
Spectral_lap_eig_4,0.18509606,-0.03989006
Motif_induced_P4,0.18397753,0.014901785
Unnamed: 0,0.18005548,-0.015082496
Spectral_lap_eig_6,0.17979673,0.00690547
Centrality_eigenvector_max,0.17931958,-0.035503674
Spectral_spectral_gap_rel,0.17651983,-0.039625086
Centrality_closeness_std,0.17405945,-0.006651098
Adjacency_energy,0.16863969,0.009643953
Spectral_lap_eig_8,0.16556975,-0.022661118
Spectral_spectral_gap,0.15488553,-0.00031434963
Adjacency_energy_over_fro,0.15322714,0.012560636
Spectral_lap_eig_9,0.15064532,-0.0022730515
Centrality_eigenvector_std,0.14393164,0.0025937827
Spectral_lap_eig_3,0.13988367,0.009050773
Kirchhoff_index,0.13931212,0.022970498
Spectral_lap_eig_5,0.13804482,0.00082697876
Centrality_closeness_mean,0.13401942,-0.015348188
Centrality_betweenness_std,0.13103923,0.053624406
Degree_gini,0.123586304,-0.004750519
Adjacency_moment_4_over_avgdeg4,0.11878824,0.018976744
Motif_induced_K1_3,0.11510221,0.008003168
Adjacency_moment_3_over_avgdeg3,0.10544741,-0.021561515
Motif_induced_TailedTriangle,0.103691906,0.0022592433
Cycle_num_cycles_len_6,0.098027,0.0036447814
NetLSD_std,0.08636283,-0.02496829
Adjacency_estrada_per_node,0.08602803,-0.02127602
Motif_induced_C4,0.084910944,0.014492853
Clustering_q50,0.07874275,0.013270024
Comm_internal_edge_frac,0.0770937,0.002497637
Motif_4_cycles,0.07583689,-0.025598006
NetLSD_mean,0.073621914,0.025780356
Spectral_lap_eig_0,0.069763854,-0.00022013392
Comm_size_gini,0.06909991,-0.0041800495
