feature,importance,mean_signed_shap
Spectral_lap_eig_1,3.8830419,-1.837482
Motif_triangle_edge_frac_ge2,0.7737908,-0.33690333
Motif_triangle_edge_frac_zero,0.6284141,-0.05429934
Centrality_eigenvector_skew,0.6238348,-0.004991788
Motif_induced_g_4_4,0.5520543,0.124685705
Centrality_closeness_std,0.5223044,0.17069869
Motif_induced_g_1_4,0.4320453,0.15209395
Centrality_betweenness_std,0.4120443,0.0052490844
Motif_induced_g_2_4,0.35947677,0.064057596
Centrality_closeness_skew,0.35203803,0.03320256
Motif_4_cycles,0.33522123,-0.1784831
Centrality_eigenvector_mean,0.32109496,-0.007726454
Spectral_lap_eig_7,0.3209918,-0.037395954
Spectral_lap_eig_6,0.3159781,-0.040890202
Spectral_lap_eig_8,0.2956267,-0.08130125
Centrality_closeness_mean,0.28943512,-0.16087241
Spectral_lap_eig_2,0.27968773,0.052500855
Motif_triangle_edge_incidence_std,0.26807874,0.0031505495
Centrality_eigenvector_max,0.25285673,-0.07796054
Spectral_lap_eig_4,0.24912165,-0.06750325
Spectral_lap_eig_9,0.2290394,-0.06729343
Centrality_eigenvector_std,0.22899939,-0.003921986
Centrality_betweenness_skew,0.21645789,-0.047298484
Motif_5_cycles,0.21266675,0.07171538
Motif_induced_connected_per_4set,0.19690688,-0.04540202
Centrality_betweenness_max,0.1855397,-0.055329695
Spectral_lap_eig_3,0.1814421,-0.0750821
Spectral_lap_eig_5,0.16929373,-0.014670784
Motif_induced_g_3_4,0.14105628,-0.047825627
Centrality_betweenness_mean,0.12677342,-0.037956655
Spectral_lap_eig_0,0.09427762,-0.013416933
Motif_induced5_g_16_5,0.08532937,0.00398091
Motif_induced5_g_4_5,0.08455061,0.0012774193
Motif_induced5_g_15_5,0.06945364,-0.005814737
Motif_induced5_g_5_5,0.067221366,-0.011703791
Motif_induced_connected_per_5set,0.06331775,-0.0062510944
Motif_induced5_g_2_5,0.06270638,-0.00020578754
Motif_induced5_g_8_5,0.059958924,-0.004162651
Motif_induced5_g_9_5,0.056041997,0.0025577343
Motif_induced5_g_1_5,0.05467841,-0.0022661
Motif_induced_g_5_4,0.05405514,-0.023930075
Motif_induced5_g_7_5,0.05365835,-0.005695864
Motif_induced5_g_6_5,0.0522425,-0.008924956
Motif_induced5_g_11_5,0.04961957,-0.0025357667
Motif_induced5_g_10_5,0.046755463,-0.0026316931
Motif_induced_g_4_4_per_Cn4,0.04659356,0.010992482
Motif_induced5_g_3_5,0.0461304,0.004998946
Motif_wedges,0.04521773,-0.02037785
Centrality_closeness_max,0.04468778,-0.0037009753
Motif_induced_g_1_4_per_Cn4,0.043638784,0.01526458
Motif_4_cycles_per_Cn4,0.032745548,-0.013242757
Motif_induced_g_2_4_per_Cn4,0.031391833,0.0024904308
Motif_induced5_g_18_5,0.02845151,-0.010576928
Motif_triangle_edge_incidence_mean,0.02193957,-0.015264838
Motif_5_cycles_per_Cn5,0.018474147,0.0053589684
Centrality_closeness_mean_norm,0.013667556,-0.007476213
Motif_induced5_g_16_5_per_Cn5,0.0093283085,0.0012841866
Motif_induced_g_3_4_per_Cn4,0.009232396,0.00027588994
Motif_induced5_g_0_5,0.0090284785,-0.0020748463
Motif_induced5_g_6_5_per_Cn5,0.007939531,-5.1100844e-05
Motif_induced5_g_2_5_per_Cn5,0.007800158,-0.00014220353
Motif_induced5_g_15_5_per_Cn5,0.0075007384,-0.000659448
Centrality_closeness_max_norm,0.007443879,0.0015540179
Motif_induced5_g_9_5_per_Cn5,0.0069084684,-0.000660906
Motif_induced5_g_1_5_per_Cn5,0.006673409,-0.0011579675
Motif_wedges_per_max,0.0062876376,-0.0015293146
Motif_induced5_g_5_5_per_Cn5,0.006177749,-0.00075229554
Motif_induced5_g_4_5_per_Cn5,0.0060458058,-0.0007353902
Motif_induced5_g_11_5_per_Cn5,0.005735798,0.00010311088
Motif_induced5_g_10_5_per_Cn5,0.004699977,0.00046169563
Motif_induced5_g_7_5_per_Cn5,0.004508667,-0.0002925107
Motif_induced5_g_18_5_per_Cn5,0.004187823,-0.0016690032
Motif_induced5_g_8_5_per_Cn5,0.0041006147,-8.016318e-05
Motif_induced5_g_3_5_per_Cn5,0.0039232695,-0.00030835296
Motif_induced5_g_12_5,0.002365999,0.00044328137
Motif_5_cycles_per_Kn,0.002153626,0.00038343674
Motif_triangle_edge_incidence_median,0.0015135426,-5.9785707e-05
Motif_induced_g_5_4_per_Cn4,0.001299733,7.187747e-05
Motif_triangles,0.0010859671,0.00043185748
Motif_induced5_g_0_5_per_Cn5,0.0008095894,-0.00017927331
Motif_induced5_g_12_5_per_Cn5,6.864861e-05,7.2960383e-06
Motif_4_cliques,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_triangles_per_Cn3,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
