2025-07-11 15:36:34,062 INFO    MainThread:68642 [wandb_setup.py:_flush():81] Current SDK version is 0.20.1
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_setup.py:_flush():81] Configure stats pid to 68642
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_setup.py:_flush():81] Loading settings from /home/rigers/.config/wandb/settings
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_setup.py:_flush():81] Loading settings from /home/rigers/Documents/GitHub/ML-correlator/GNN/wandb/settings
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /home/rigers/Documents/GitHub/ML-correlator/GNN/wandb/run-20250711_153634-cgdx0lo8/logs/debug.log
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /home/rigers/Documents/GitHub/ML-correlator/GNN/wandb/run-20250711_153634-cgdx0lo8/logs/debug-internal.log
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_init.py:init():831] calling init triggers
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_init.py:init():836] wandb.init called with sweep_config: {'batch_size': 32, 'config': 'config.yaml', 'dropout': 0.44461511897541817, 'epochs': 100, 'features': ['adjacency_columns'], 'hidden_channels': 32, 'learning_rate': 0.008802624973124283, 'loop': 8, 'num_layers': 2, 'weight_decay': 0.0005766940695238991}
config: {'_wandb': {}}
2025-07-11 15:36:34,063 INFO    MainThread:68642 [wandb_init.py:init():872] starting backend
2025-07-11 15:36:34,269 INFO    MainThread:68642 [wandb_init.py:init():875] sending inform_init request
2025-07-11 15:36:34,272 INFO    MainThread:68642 [wandb_init.py:init():883] backend started and connected
2025-07-11 15:36:34,272 INFO    MainThread:68642 [wandb_run.py:_config_callback():1358] config_cb None None {'batch_size': 32, 'config': 'config.yaml', 'dropout': 0.44461511897541817, 'epochs': 100, 'features': ['adjacency_columns'], 'hidden_channels': 32, 'learning_rate': 0.008802624973124283, 'loop': 8, 'num_layers': 2, 'weight_decay': 0.0005766940695238991}
2025-07-11 15:36:34,274 INFO    MainThread:68642 [wandb_init.py:init():956] updated telemetry
2025-07-11 15:36:34,278 INFO    MainThread:68642 [wandb_init.py:init():980] communicating run to backend with 90.0 second timeout
2025-07-11 15:36:34,920 INFO    MainThread:68642 [wandb_init.py:init():1032] starting run threads in backend
2025-07-11 15:36:35,014 INFO    MainThread:68642 [wandb_run.py:_console_start():2453] atexit reg
2025-07-11 15:36:35,014 INFO    MainThread:68642 [wandb_run.py:_redirect():2301] redirect: wrap_raw
2025-07-11 15:36:35,014 INFO    MainThread:68642 [wandb_run.py:_redirect():2370] Wrapping output streams.
2025-07-11 15:36:35,014 INFO    MainThread:68642 [wandb_run.py:_redirect():2393] Redirects installed.
2025-07-11 15:36:35,016 INFO    MainThread:68642 [wandb_init.py:init():1078] run started, returning control to user process
2025-07-11 15:36:35,855 INFO    MainThread:68642 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /home/rigers/Documents/GitHub/ML-correlator/GNN/wandb/run-20250711_153635-cgdx0lo8/logs/debug.log
2025-07-11 15:36:35,855 INFO    MainThread:68642 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /home/rigers/Documents/GitHub/ML-correlator/GNN/wandb/run-20250711_153635-cgdx0lo8/logs/debug-internal.log
2025-07-11 15:36:35,856 INFO    MainThread:68642 [wandb_init.py:init():831] calling init triggers
2025-07-11 15:36:35,856 INFO    MainThread:68642 [wandb_init.py:init():836] wandb.init called with sweep_config: {'batch_size': 32, 'config': 'config.yaml', 'dropout': 0.44461511897541817, 'epochs': 100, 'features': ['adjacency_columns'], 'hidden_channels': 32, 'learning_rate': 0.008802624973124283, 'loop': 8, 'num_layers': 2, 'weight_decay': 0.0005766940695238991}
config: {'model_name': 'gin', 'hidden_channels': 32, 'num_layers': 2, 'dropout': 0.44461511897541817, 'lr': 0.008802624973124283, 'weight_decay': 0.001, 'epochs': 100, 'batch_size': 32, 'scheduler_type': 'onecycle', 'use_wandb': True, 'project': 'cluster-7-loop', 'experiment_name': 'gin_loop8_adjacency_columns', 'in_channels': 12, '_wandb': {}}
2025-07-11 15:37:11,619 INFO    MainThread:68642 [wandb_run.py:_finish():2219] finishing run aliajrigers-desydeutsches-elektronen-synchrotron/ML-correlator-GNN/cgdx0lo8
2025-07-11 15:37:11,620 INFO    MainThread:68642 [wandb_run.py:_atexit_cleanup():2418] got exitcode: 0
2025-07-11 15:37:11,620 INFO    MainThread:68642 [wandb_run.py:_restore():2400] restore
2025-07-11 15:37:11,620 INFO    MainThread:68642 [wandb_run.py:_restore():2406] restore done
2025-07-11 15:37:12,771 INFO    MainThread:68642 [wandb_run.py:_footer_history_summary_info():4000] rendering history
2025-07-11 15:37:12,772 INFO    MainThread:68642 [wandb_run.py:_footer_history_summary_info():4032] rendering summary
2025-07-11 15:37:12,772 INFO    MainThread:68642 [wandb_run.py:_footer_sync_info():3961] logging synced files
