feature,importance,mean_signed_shap
Spectral_lap_eig_1,4.137918,-2.4807267
Motif_induced_connected_per_4set,1.0258006,-0.12686726
Motif_triangle_edge_frac_ge2,0.7170637,-0.32738942
Spectral_lap_eig_2,0.52495307,0.15012005
Centrality_eigenvector_skew,0.48758042,-0.0334511
Centrality_betweenness_std,0.4163897,0.25370744
Motif_triangle_edge_incidence_std,0.3528995,-0.059535652
Motif_4_cycles,0.3330596,-0.057395704
Centrality_closeness_std,0.33204496,0.018172117
Motif_triangle_edge_frac_zero,0.32324022,-0.04679787
Centrality_closeness_mean,0.28498042,-0.08464236
Centrality_eigenvector_mean,0.27986816,-0.03174799
Centrality_betweenness_skew,0.2758201,0.021912966
Motif_wedges,0.27038497,0.18835476
Centrality_betweenness_mean,0.2701442,-0.08657513
Spectral_lap_eig_8,0.25485575,-0.09163171
Centrality_closeness_skew,0.24684048,0.01512271
Centrality_eigenvector_max,0.24271227,-0.1433872
Spectral_lap_eig_3,0.22536184,0.008366409
Spectral_lap_eig_7,0.21153902,-0.049206417
Centrality_betweenness_max,0.19621941,0.017053427
Centrality_eigenvector_std,0.19390045,-0.023757217
Spectral_lap_eig_9,0.18626179,-0.07824121
Spectral_lap_eig_4,0.16308065,-0.084209554
Spectral_lap_eig_6,0.13381474,-0.03580649
Spectral_lap_eig_5,0.12746426,-0.024327898
Motif_triangle_edge_incidence_mean,0.11683366,-0.05564522
Motif_4_cycles_per_Cn4,0.08073702,-0.007949025
Centrality_closeness_max,0.07242917,-0.04274042
Motif_wedges_per_max,0.050978586,0.039187666
Spectral_lap_eig_0,0.04973513,-0.010595847
Centrality_closeness_mean_norm,0.047375865,-0.005593182
Motif_induced_g_1_4,0.041798193,-0.0104358755
Motif_5_cycles,0.038226202,-0.013826305
Motif_induced_g_4_4,0.03573703,-0.008511708
Motif_induced_g_5_4,0.035436407,-0.006702146
Motif_induced5_g_2_5,0.030686611,-0.006853037
Motif_induced_connected_per_5set,0.029678622,-0.0016784216
Motif_induced_g_2_4,0.029242117,-0.0040136543
Motif_triangles,0.027515966,-0.0075541167
Motif_induced5_g_9_5,0.027463144,-0.004462333
Motif_induced5_g_1_5,0.02737818,-0.005384104
Motif_induced5_g_5_5,0.02726869,-0.0049263868
Motif_induced5_g_4_5,0.027052155,-0.004842194
Motif_induced_g_3_4,0.02287153,-0.0030886591
Motif_induced5_g_15_5,0.02203138,-0.0031187613
Motif_induced5_g_8_5,0.021981914,-0.002949594
Motif_induced5_g_10_5,0.021301873,-0.0018230375
Motif_induced5_g_6_5,0.020944122,-0.003324492
