feature,importance,mean_signed_shap
Spectral_algebraic_connectivity_over_avgdeg,2.0035443,-0.8212637
Assortativity_degree,0.8267348,-0.09040134
Centrality_eigenvector_skew,0.7520998,0.076442696
Spectral_lap_eig_2,0.74192923,-0.32122883
Ecc_mean,0.7186705,-0.027167356
Comm_modularity,0.69634515,-0.25738153
Motif_triangle_edge_frac_zero,0.652958,-0.051704053
Spectral_laplacian_heat_trace_t1.0,0.504242,0.020439245
Clustering_mean,0.47722167,-0.18171655
Clustering_q90,0.45654184,-0.26265934
Clustering_q10,0.4529317,-0.04591659
Motif_triangle_edge_frac_ge2,0.45100355,-0.12574326
Spectral_lap_eig_6,0.43514526,-0.06274247
Centrality_eigenvector_mean,0.42882985,0.075487375
Spectral_lap_eig_7,0.42863804,-0.01493643
Centrality_closeness_std,0.41708365,0.17070188
Spectral_laplacian_heat_trace_t2.0,0.35845792,0.096901104
Centrality_closeness_skew,0.33474895,0.0534744
Adjacency_energy_over_fro,0.32168028,0.08576673
Adjacency_energy,0.28860718,0.11138216
Motif_induced_g_1_4,0.286072,0.10880847
Spectral_lap_eig_5,0.28459856,-0.021012636
Kirchhoff_index,0.2834934,0.10919174
Centrality_betweenness_max,0.26931378,-0.014857631
Adjacency_estrada_index,0.26196545,-0.06268865
Spectral_lap_eig_4,0.25843015,-0.013514081
Spectral_lap_eig_9,0.25804916,0.01882081
Spectral_algebraic_connectivity,0.25060496,-0.07285345
Spectral_lap_eig_8,0.24815342,-0.05998975
Centrality_eigenvector_max,0.24642293,-0.047359426
NetLSD_std,0.24641404,-0.12142247
Unnamed: 0,0.23843555,-0.0385768
Spectral_laplacian_heat_trace_t5.0,0.21631819,-0.04977004
Centrality_betweenness_std,0.21320063,-0.021900868
Connectivity_radius,0.20496087,0.010998445
Basic_degree_skew,0.18942812,-0.015774475
Motif_induced_g_3_4,0.18752208,0.083312735
Adjacency_moment_4,0.17215678,-0.013063639
Spectral_lap_eig_3,0.1654725,0.016235827
Degree_gini,0.16073616,-0.02593084
Centrality_betweenness_skew,0.15810879,-0.03035252
Centrality_eigenvector_std,0.15605037,0.0459385
Adjacency_moment_3_over_avgdeg3,0.14418897,-0.06581757
Motif_induced_connected_per_4set,0.13524182,-0.04146604
Symmetry_num_orbits,0.12546727,0.010447781
Centrality_closeness_mean,0.11183482,0.0064799218
Motif_induced_g_4_4,0.10953986,0.006127811
Motif_5_cycles,0.10853982,-0.037665028
Spectral_lap_eig_0,0.105791725,0.008164711
Adjacency_moment_4_over_avgdeg4,0.10295333,0.0005557781
Spectral_spectral_gap_rel,0.10271786,-0.056299012
Motif_induced_g_2_4,0.09786771,-0.0114286225
Comm_internal_edge_frac,0.09336144,-0.036361936
NetLSD_mean,0.088005155,0.0363992
Motif_induced5_g_4_5,0.08671764,0.0051214634
Motif_induced5_g_1_5,0.083735816,-0.001578983
Motif_triangle_edge_incidence_std,0.08312933,0.007491764
Motif_induced5_g_9_5,0.08134923,-0.0018931845
NetLSD_q10,0.07934978,-0.01183586
Cycle_num_cycles_len_6,0.07733142,-0.0074839746
Cycle_num_cycles_len_5,0.07360777,-0.0058512064
Motif_induced5_g_16_5,0.07355412,0.01311366
Basic_degree_std,0.073427215,-0.021300845
Adjacency_moment_2_over_avgdeg,0.07156833,-0.00044163986
Motif_induced5_g_6_5,0.07152297,-0.0071289847
Motif_induced_connected_per_5set,0.06999943,-0.002442118
Motif_induced5_g_2_5,0.06504081,-0.013077936
Motif_induced5_g_10_5,0.06391128,0.007447809
Spectral_laplacian_skew,0.06211128,-0.008816307
log_Adjacency_estrada_per_node,0.06053611,-0.010808381
Motif_induced5_g_5_5,0.055588428,-0.00061816437
Spectral_laplacian_heat_trace_t0.5,0.054215875,0.029325156
