feature,importance,mean_signed_shap
Spectral_lap_eig_1,0.067406,0.013683927
Spectral_lap_eig_2,0.037315562,0.0016950129
Motif_induced5_g_15_5,0.032696977,0.005488084
Motif_induced_connected_per_4set,0.030366417,-0.0009811849
Centrality_eigenvector_max,0.0296992,0.0041499487
Motif_induced_connected_per_5set,0.011500739,0.0010124298
Centrality_eigenvector_mean,0.010196659,-0.00015655268
Motif_induced5_g_15_5_per_Cn5,0.009645527,0.0021481717
Spectral_lap_eig_6,0.008767431,0.0004126969
Centrality_betweenness_max,0.0077391355,0.00036479172
Centrality_closeness_mean_norm,0.007071788,0.00033679808
Spectral_lap_eig_0,0.0059711905,2.99215e-05
Centrality_betweenness_skew,0.0059424867,0.0018402588
Spectral_lap_eig_9,0.0044945762,0.00074922614
Centrality_closeness_mean,0.0034970548,-0.00041052798
Centrality_betweenness_mean,0.0026605953,-0.00031388775
Centrality_betweenness_std,0.0023552356,0.00037398466
Centrality_eigenvector_skew,0.0023046627,-0.00018382967
Motif_induced5_g_5_5,0.001708185,0.00047838883
Centrality_closeness_skew,0.0013864181,0.00016994421
Motif_triangle_edge_frac_ge2,0.0010453599,-9.595604e-05
Motif_induced5_g_9_5_per_Cn5,0.0009576242,-0.00012448446
Spectral_lap_eig_3,3.103332e-05,7.241715e-06
Motif_wedges,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_triangle_edge_incidence_median,0.0,0.0
Motif_triangle_edge_incidence_mean,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_triangle_edge_incidence_std,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_triangle_edge_frac_zero,0.0,0.0
Motif_4_cycles_per_Cn4,0.0,0.0
Motif_4_cycles,0.0,0.0
Motif_induced5_g_10_5,0.0,0.0
Motif_induced5_g_0_5_per_Cn5,0.0,0.0
Motif_induced5_g_0_5,0.0,0.0
Motif_5_cycles_per_Kn,0.0,0.0
Motif_5_cycles_per_Cn5,0.0,0.0
Motif_5_cycles,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_5_cliques,0.0,0.0
Spectral_lap_eig_8,0.0,0.0
Spectral_lap_eig_7,0.0,0.0
Spectral_lap_eig_4,0.0,0.0
Spectral_lap_eig_5,0.0,0.0
Motif_triangles_per_Cn3,0.0,0.0
Motif_triangles,0.0,0.0
Motif_wedges_per_max,0.0,0.0
Motif_induced5_g_10_5_per_Cn5,0.0,0.0
Motif_induced5_g_18_5,0.0,0.0
Motif_induced5_g_18_5_per_Cn5,0.0,0.0
Motif_induced5_g_1_5_per_Cn5,0.0,0.0
Motif_induced5_g_1_5,0.0,0.0
Motif_induced5_g_12_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_11_5_per_Cn5,0.0,0.0
Motif_induced5_g_11_5,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_16_5,0.0,0.0
Motif_induced5_g_16_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_12_5,0.0,0.0
Motif_induced5_g_7_5,0.0,0.0
Motif_induced5_g_6_5_per_Cn5,0.0,0.0
Motif_induced5_g_6_5,0.0,0.0
Motif_induced5_g_5_5_per_Cn5,0.0,0.0
Motif_induced5_g_4_5_per_Cn5,0.0,0.0
Motif_induced5_g_4_5,0.0,0.0
Motif_induced5_g_3_5_per_Cn5,0.0,0.0
Motif_induced5_g_3_5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_2_5_per_Cn5,0.0,0.0
Motif_induced5_g_2_5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_9_5,0.0,0.0
Motif_induced5_g_8_5_per_Cn5,0.0,0.0
Motif_induced5_g_7_5_per_Cn5,0.0,0.0
Motif_induced5_g_8_5,0.0,0.0
Motif_induced_g_5_4_per_Cn4,0.0,0.0
Motif_induced_g_5_4,0.0,0.0
Motif_induced_g_4_4_per_Cn4,0.0,0.0
Motif_induced_g_4_4,0.0,0.0
Motif_induced_g_3_4_per_Cn4,0.0,0.0
Motif_induced_g_3_4,0.0,0.0
Motif_induced_g_2_4_per_Cn4,0.0,0.0
Motif_induced_g_2_4,0.0,0.0
Motif_induced_g_1_4_per_Cn4,0.0,0.0
Motif_induced_g_1_4,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
Centrality_closeness_max_norm,0.0,0.0
Centrality_closeness_max,0.0,0.0
Centrality_closeness_std,0.0,0.0
Centrality_eigenvector_std,0.0,0.0
