feature,importance,mean_signed_shap
Spectral_lap_eig_1,0.42614698,0.010537041
Spectral_lap_eig_2,0.31966934,0.014976042
Centrality_closeness_mean,0.23167466,-0.00010301681
Centrality_betweenness_max,0.1293262,0.01552616
Spectral_lap_eig_5,0.12846637,0.014871865
Motif_induced_g_1_4,0.11452416,0.017413156
Motif_induced_g_4_4,0.10228429,0.009597073
Spectral_lap_eig_6,0.09258034,0.0117545985
Motif_induced_g_1_4_per_Cn4,0.085956186,0.008586738
Centrality_eigenvector_mean,0.075704,0.009582769
Centrality_eigenvector_max,0.064766265,0.0036282882
Spectral_lap_eig_7,0.055613633,0.011724122
Motif_triangle_edge_frac_zero,0.05308056,0.0034366483
Spectral_lap_eig_3,0.049850103,-0.009448712
Motif_4_cycles_per_Cn4,0.04549463,-0.0026457538
Centrality_eigenvector_skew,0.04296686,0.0013448932
Motif_induced5_g_1_5_per_Cn5,0.03943436,-0.004358366
Motif_4_cycles,0.03826886,0.011682145
Motif_induced5_g_5_5,0.03796888,0.00017282744
Motif_induced5_g_1_5,0.037491374,0.00094827084
Centrality_eigenvector_std,0.033352453,0.0029787337
Centrality_betweenness_std,0.031500492,0.0066885906
Centrality_closeness_mean_norm,0.03056094,0.0012130317
Spectral_lap_eig_0,0.029691488,-0.0013438122
Motif_triangle_edge_incidence_std,0.029572222,0.0029724138
Centrality_closeness_skew,0.028898893,-0.009227016
Motif_induced5_g_2_5,0.026102189,0.0003302989
Motif_induced5_g_15_5_per_Cn5,0.02536021,0.00025070432
Motif_induced5_g_15_5,0.024649521,0.0035546487
Centrality_betweenness_skew,0.023579666,-3.5780664e-05
Motif_induced5_g_8_5,0.02207687,0.0014303846
Motif_induced_g_3_4,0.016672416,0.0004660816
Motif_induced5_g_9_5,0.0152134225,-0.0039515668
Centrality_closeness_std,0.015021262,0.0025228017
Motif_induced_g_4_4_per_Cn4,0.013727826,0.0005852855
Motif_induced5_g_2_5_per_Cn5,0.009768577,-0.0014567404
Motif_induced5_g_8_5_per_Cn5,0.008301463,0.0006458663
Spectral_lap_eig_9,0.007771252,-0.0010220633
Motif_5_cycles,0.007729872,-0.00046489734
Spectral_lap_eig_8,0.007503517,0.0010480103
Motif_induced5_g_9_5_per_Cn5,0.006685611,-0.00010665763
Motif_induced5_g_3_5,0.0065913666,-0.0008262107
Motif_triangle_edge_frac_ge2,0.0040127323,-0.00024338995
Spectral_lap_eig_4,0.003136734,-0.00081143156
Motif_induced_connected_per_4set,0.0026694147,-0.00031468764
Centrality_betweenness_mean,0.0005009217,0.00021175518
Motif_induced5_g_10_5,0.0,0.0
Motif_triangles,0.0,0.0
Motif_wedges_per_max,0.0,0.0
Motif_4_cliques_per_Cn4,0.0,0.0
Motif_4_cliques,0.0,0.0
Motif_induced5_g_0_5_per_Cn5,0.0,0.0
Motif_induced5_g_0_5,0.0,0.0
Motif_5_cycles_per_Kn,0.0,0.0
Motif_5_cycles_per_Cn5,0.0,0.0
Motif_5_cliques_per_Cn5,0.0,0.0
Motif_5_cliques,0.0,0.0
Motif_wedges,0.0,0.0
Motif_triangle_edge_incidence_median,0.0,0.0
Motif_triangle_edge_incidence_mean,0.0,0.0
Motif_square_clustering_proxy,0.0,0.0
Motif_triangle_edge_incidence_q90,0.0,0.0
Motif_triangles_per_Cn3,0.0,0.0
Motif_induced5_g_14_5,0.0,0.0
Motif_induced5_g_10_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5_per_Cn5,0.0,0.0
Motif_induced5_g_7_5,0.0,0.0
Motif_induced5_g_6_5_per_Cn5,0.0,0.0
Motif_induced5_g_6_5,0.0,0.0
Motif_induced5_g_5_5_per_Cn5,0.0,0.0
Motif_induced5_g_4_5_per_Cn5,0.0,0.0
Motif_induced5_g_4_5,0.0,0.0
Motif_induced5_g_3_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5_per_Cn5,0.0,0.0
Motif_induced5_g_18_5_per_Cn5,0.0,0.0
Motif_induced5_g_20_5,0.0,0.0
Motif_induced5_g_14_5_per_Cn5,0.0,0.0
Motif_induced5_g_16_5,0.0,0.0
Motif_induced5_g_16_5_per_Cn5,0.0,0.0
Motif_induced5_g_17_5,0.0,0.0
Motif_induced5_g_17_5_per_Cn5,0.0,0.0
Motif_induced5_g_18_5,0.0,0.0
Motif_induced5_g_12_5,0.0,0.0
Motif_induced5_g_11_5_per_Cn5,0.0,0.0
Motif_induced5_g_13_5,0.0,0.0
Motif_induced5_g_12_5_per_Cn5,0.0,0.0
Motif_induced5_g_11_5,0.0,0.0
Motif_induced_g_2_4,0.0,0.0
Motif_induced5_g_7_5_per_Cn5,0.0,0.0
Motif_induced_connected_per_5set,0.0,0.0
Motif_induced_g_5_4_per_Cn4,0.0,0.0
Motif_induced_g_5_4,0.0,0.0
Motif_induced_g_2_4_per_Cn4,0.0,0.0
Motif_induced_g_3_4_per_Cn4,0.0,0.0
Centrality_closeness_max_norm,0.0,0.0
Centrality_closeness_max,0.0,0.0
Motif_induced_g_6_4_per_Cn4,0.0,0.0
Motif_induced_g_6_4,0.0,0.0
